54741;0.0223994;-0.0274811
54751;0.0221514;-0.0231523
54761;0.0200776;-0.0250901
54771;0.0210812;-0.0240864
54781;0.0231346;-0.0251389
54791;0.0273487;-0.0263265
54801;0.0222635;-0.0212466
54811;0.01717;-0.0232247
54821;0.0200574;-0.0260671
54831;0.0191895;-0.0252425
54841;0.0222635;-0.025292
54851;0.0203223;-0.0284417
54861;0.0190548;-0.0340829
54871;0.0170495;-0.0230618
54881;0.0182906;-0.0243813
54891;0.0272659;-0.0232195
54901;0.0234411;-0.0234347
54911;0.0202606;-0.0253187
54921;0.0191895;-0.0262518
54931;0.0202812;-0.020277
54941;0.0222185;-0.0222131
54951;0.0223766;-0.0274532
54961;0.0160467;-0.0190524
54971;0.01717;-0.027262
54981;0.0212517;-0.03237
54991;0.027321;-0.0262999
55001;0.0232987;-0.0243047
55011;0.0171009;-0.0251419
55021;0.0211875;-0.025216
55031;0.0202196;-0.0272879
55041;0.0243853;-0.0233628
55051;0.0221291;-0.0261446
55061;0.0191895;-0.0282701
55071;0.0150742;-0.0271259
55081;0.0210811;-0.0291018
55091;0.0264973;-0.0254697
55101;0.0213382;-0.0203178
55111;0.0201788;-0.0272329
55121;0.0190931;-0.0291322
55131;0.0211875;-0.0231995
55141;0.0253238;-0.02734
55151;0.0243606;-0.0253677
55161;0.0212733;-0.0243058
55171;0.0171527;-0.0221929
55181;0.0192283;-0.0242822
55191;0.0233696;-0.03047
55201;0.0191895;-0.0252425
55211;0.0210811;-0.0250896
55221;0.018034;-0.0290452
55231;0.0283898;-0.0263524
55241;0.0212733;-0.0212686
55251;0.0192478;-0.0253192
55261;0.0202401;-0.0252931
55271;0.0191316;-0.021141
55281;0.0232987;-0.02228
55291;0.0221737;-0.0251901
55301;0.0253494;-0.0273677
55311;0.0213165;-0.0233407
55321;0.0220404;-0.0300438
55331;0.020343;-0.030503
55341;0.0232515;-0.0313261
55351;0.0242376;-0.0232213
55361;0.0220847;-0.0240859
55371;0.018016;-0.0250157
55381;0.0233459;-0.028411
55391;0.0263897;-0.0243522
55401;0.018235;-0.0243073
55411;0.0171527;-0.0232013
55421;0.0212303;-0.0232464
55431;0.0243359;-0.0233154
55441;0.0233459;-0.028411
55451;0.0211235;-0.0261451
55461;0.0221291;-0.0251395
55471;0.0200977;-0.0271235
55481;0.0211874;-0.0302564
55491;0.0243853;-0.0304693
55501;0.0202811;-0.0223041
55511;0.0140553;-0.023086
55521;0.0190739;-0.0250906
55531;0.0202606;-0.026331
55541;0.0262565;-0.0302833
55551;0.0243112;-0.0243041
55561;0.018016;-0.0230152
55571;0.0201382;-0.026172
55581;0.0201992;-0.0232234
55591;0.0223086;-0.0223031
55601;0.0213816;-0.0254469
55611;0.0170666;-0.0270979
55621;0.0191123;-0.0241358
55631;0.0230882;-0.0240853
55641;0.0232046;-0.0242067
55651;0.0223766;-0.0284694
55661;0.0140835;-0.0291639
55671;0.0231813;-0.0201531
55681;0.0232986;-0.0263292
55691;0.0243606;-0.0243534
55701;0.0211023;-0.0241106
55711;0.015044;-0.0250671
55721;0.0212949;-0.0263571
55731;0.0250197;-0.0310114
55741;0.0243853;-0.0294543
55751;0.0191895;-0.0232239
55761;0.0192089;-0.0212265
55771;0.01717;-0.0252434
55781;0.0191315;-0.0271787
55791;0.0244599;-0.0254711
55801;0.0220847;-0.0220794
55811;0.0211448;-0.0211402
55821;0.0180703;-0.0260942
55831;0.0232751;-0.0283248
55841;0.0233934;-0.0254199
55851;0.0202606;-0.0232939
55861;0.0182166;-0.0232713
55871;0.0192089;-0.0262783
55881;0.0253752;-0.0233385
55891;0.0223086;-0.0243299
55901;0.0190357;-0.0280437
55911;0.0221961;-0.023199
55921;0.0192478;-0.0263315
55931;0.0203017;-0.0263844
55941;0.0192283;-0.0283273
55951;0.014169;-0.0252957
55961;0.0200977;-0.0271235
55971;0.0181981;-0.0222373
55981;0.0262831;-0.021223
55991;0.0232986;-0.0283535
56001;0.0191508;-0.0251917
56011;0.0221291;-0.0261446
56021;0.0261509;-0.026142
56031;0.0243606;-0.0273962
56041;0.0183465;-0.0264929
56051;0.0212733;-0.0283548
56061;0.0200574;-0.0300751
56071;0.0180703;-0.0281005
56081;0.0253238;-0.0253157
56091;0.0203017;-0.0273987
56101;0.0224681;-0.0255243
56111;0.0140835;-0.0331837
56121;0.023228;-0.0302856
56131;0.0251203;-0.0231042
56141;0.0242132;-0.0211813
56151;0.0191316;-0.0231538
56161;0.0180521;-0.0270702
56171;0.020343;-0.0274544
56181;0.0212518;-0.027315
56191;0.0233934;-0.0223706
56201;0.0183092;-0.022373
56211;0.0220626;-0.0230595
56221;0.0201382;-0.0281842
56231;0.0272659;-0.0282648
56241;0.0251962;-0.0292163
56251;0.0213165;-0.0223262
56261;0.0210389;-0.0240381
56271;0.020343;-0.0254216
56281;0.0211236;-0.02514
56291;0.0232986;-0.0293655
56301;0.0231346;-0.0221233
56311;0.0172221;-0.0263325
56321;0.025994;-0.0289821
56331;0.0220404;-0.0270409
56341;0.0203223;-0.0253958
56351;0.01717;-0.0212058
56361;0.022241;-0.0232459
56371;0.0270746;-0.0230567
56381;0.0252982;-0.0252902
56391;0.0193853;-0.0234607
56401;0.0203017;-0.0314552
56411;0.0140694;-0.0321465
56421;0.0231114;-0.0241095
56431;0.0241888;-0.0251889
56441;0.0263363;-0.0222784
56451;0.018235;-0.0253197
56461;0.0211448;-0.0271776
56471;0.0202196;-0.0222365
56481;0.0233934;-0.0223706
56491;0.0264434;-0.0244017
56501;0.0222185;-0.0222131
56511;0.0190931;-0.0251158
56521;0.0201179;-0.0281559
56531;0.0223312;-0.0284117
56541;0.0234172;-0.030532
56551;0.0171009;-0.0271523
56561;0.0201382;-0.0271781
56571;0.0191701;-0.0262253
56581;0.0213599;-0.0264374
56591;0.0162422;-0.0223284
56601;0.0170837;-0.0271251
56611;0.0240434;-0.0270397
56621;0.02623;-0.025213
56631;0.0263897;-0.0263806
56641;0.0192478;-0.0283559
56651;0.0202606;-0.0243063
56661;0.0181066;-0.0231309
56671;0.0191701;-0.0272335
56681;0.0273765;-0.0233136
56691;0.0172047;-0.0273171
56701;0.0212089;-0.0242322
56711;0.0180884;-0.0271246
56721;0.0231114;-0.0251136
56731;0.0261509;-0.025137
56741;0.0232281;-0.0252404
56751;0.0232281;-0.0262495
56761;0.0181248;-0.026173
56771;0.0211875;-0.0262242
56781;0.0253752;-0.0263813
56791;0.0231812;-0.0292177
56801;0.0261246;-0.0321388
56811;0.0221737;-0.0302253
56821;0.0233222;-0.0293953
56831;0.0242131;-0.0312622
56841;0.0201585;-0.0282126
56851;0.0201992;-0.0242327
56861;0.0212303;-0.0212256
56871;0.0213816;-0.0244295
56881;0.0212948;-0.0324356
56891;0.0172221;-0.0293692
56901;0.0181797;-0.0292797
56911;0.0211875;-0.0231995
56921;0.029196;-0.0311951
56931;0.0232046;-0.0292471
56941;0.022286;-0.0263298
56951;0.0181614;-0.0252175
56961;0.0171181;-0.0271797
56971;0.0211661;-0.0261978
56981;0.0193065;-0.0203186
56991;0.0223994;-0.0244289
57001;0.0169983;-0.0289877
57011;0.0200173;-0.0280151
57021;0.0212303;-0.0242567
57031;0.0224681;-0.0234831
57041;0.0232986;-0.0273414
57051;0.0220847;-0.0291011
57061;0.0221737;-0.0221683
57071;0.0213382;-0.0223489
57081;0.0202606;-0.0283554
57091;0.020343;-0.0315191
57101;0.0140977;-0.0301993
57111;0.0231346;-0.0251389
57121;0.0292549;-0.0272268
57131;0.0254527;-0.0264618
57141;0.0202401;-0.0242817
57151;0.0150742;-0.0281301
57161;0.0172396;-0.0324382
57171;0.0261772;-0.0281803
57181;0.0254786;-0.0234336
57191;0.0192478;-0.0232944
57201;0.0212733;-0.0313909
57211;0.0191508;-0.0282131
57221;0.0182535;-0.0263587
57231;0.0253238;-0.0263279
57241;0.026363;-0.0263539
57251;0.0190357;-0.0290447
57261;0.0221961;-0.0262236
57271;0.0243853;-0.0314843
57281;0.0232516;-0.022235
57291;0.0192478;-0.0283559
57301;0.0171353;-0.0322422
57311;0.0181797;-0.0292797
57321;0.0241158;-0.0261171
57331;0.0313661;-0.0242748
57341;0.0211023;-0.0231063
57351;0.0221069;-0.02411
